alpha,lambda_0,lambda_1,lambda_2,spacing_pvalue,tspacing_pvalue,distance_t0t1,distance_t1t2,sigma_estimate,det_R,trace_R
4.0,7.566220032596912,8.51664538196399,1.9744616086868587,3.3343702863754935e-15,0.0027938689900871105,0.00022627299838895443,0.7210612831172596,1.268850292147249,-2.012344415272474,-2.6262113507165568
4.0,7.566220032596912,7.6850100242250186,3.175137637888013,5.1246487390247346e-11,0.025289319594566918,5.574581447975735e-05,0.5663793210865556,1.4153276733347275,-0.7174697978258537,-0.42165468299032816
4.0,7.566220032596912,7.16461915751831,2.1525278454139487,5.402056419558467e-10,0.006915989051214039,0.006412484602355606,0.09690519617342092,0.8919627597265282,-1.5624337371051444,1.1302458320871098
4.0,7.566220032596912,6.849093677836689,2.472805267551307,7.384334186908429e-09,0.026630849750179587,0.0004304238992287601,0.49781048188128496,1.1814488921739057,-0.8220006882688132,1.5350394342362237
4.0,7.566220032596912,7.933488689096685,1.948112831977981,5.803261540855452e-13,0.0034924987740433153,0.002618908023853117,0.44430062201809045,1.109850598699324,-2.0462397130176178,-0.5705818611516651
4.0,7.566220032596912,8.523338901420734,1.1455789461395405,1.9885725801697213e-15,3.0100555248100576e-05,0.0001137749439452107,0.23004478725333888,0.5163429998834654,-0.742530463299847,-0.10041150377736852
4.0,7.566220032596912,8.345115918393324,2.655539671773935,1.6537658090094035e-13,0.008650156319630604,0.0008310060329568825,0.17516290333607404,1.1194639305991796,-1.6352896988834522,1.3578746400398316
4.0,7.566220032596912,8.532256126806,1.8807372236116904,1.0330535047833058e-14,0.0016565071376254,0.00033893479316676745,0.07429424745241586,0.8609502519530651,-1.007484959788444,1.233203593608546
4.0,7.566220032596912,7.923496912734917,1.789159670199469,1.2287231072431493e-12,0.001951418734172709,0.0007370346208078193,0.06292057078504842,0.8128554605859092,-0.23950443992623663,1.5275104551264662
4.0,7.566220032596912,8.638134933908956,1.6523120780545948,1.2585582708442798e-15,0.00024298403166773345,0.001586266440404327,0.5520203016133268,0.7097412780515236,-0.3388668187454538,0.35712333947491093
4.0,7.566220032596912,8.795244743034637,2.2541933264673792,3.3863802807160857e-15,0.0034396766899119457,0.0004289303636158537,0.00667078842776303,0.8994175840402158,-1.0033476502160392,1.8375449696631425
4.0,7.566220032596912,7.463908519220597,2.4035630485894646,1.93706827039335e-10,0.01590823026894247,0.0015087008237413824,0.01326163069603592,1.012843425387226,-0.028471014790020455,2.3717329069129844
4.0,7.566220032596912,9.495291583435534,1.7257735940396992,3.377166126008867e-19,0.00041019367153942833,0.0006917067134670218,0.7271300183100289,1.0414929190552726,-1.1686273725583405,-2.5200017242807604
4.0,7.566220032596912,7.758997198432096,1.6102155940003409,3.783421668195538e-12,0.0024153115554785623,0.0038854189808708584,0.43748517838781736,0.8585180230356426,0.41825490060298015,1.8064370570926207
4.0,7.566220032596912,8.163696723848881,2.2769786540238965,6.149241484160455e-13,0.005151935211066694,0.0011177140924433226,0.009726357562431232,0.9057818404786978,-2.7596456357642083,1.0983812933247536
4.0,7.566220032596912,6.714456608430822,1.3245726576882086,1.470397623996941e-09,0.0030555543461583162,4.499293664478321e-05,0.7490192120650472,1.0004923521615559,-2.495528226465843,-1.6793616635285051
4.0,7.566220032596912,7.629452624945917,1.384626860916598,2.4764888827411312e-12,0.0003306300041440323,0.0018671329881317922,0.6872488710314669,0.7287116382168789,-1.4459902609757798,-0.903106654706714
4.0,7.566220032596912,8.036778725764888,1.0745221831513676,1.0367537388212322e-13,7.788330946432142e-05,0.0028021045632745656,0.2166799642663823,0.5962391518054331,-0.8282786120075408,-0.14614839611712416
4.0,7.566220032596912,7.1310263246979755,1.1885602447881616,1.8859130649794966e-10,0.0003182271474118222,0.00026265429798244533,0.09782673097792682,0.5338742988125874,0.38319652374699736,1.4393519385497715
4.0,7.566220032596912,6.8703182185579825,2.102722720328938,5.068000209275613e-09,0.010207999533616183,0.0022665578254629226,0.006761738306586718,0.890669810574535,-3.045715694028622,0.6745359627527852
4.0,7.566220032596912,8.42746658713977,1.5440475611504092,4.0528569852996456e-15,0.00015597148023281318,0.0009739333650547466,0.5728303944125719,0.7194201996919779,-0.06223983601804202,-0.8255295755624575
4.0,7.566220032596912,6.9807374198071726,2.0108804040429993,1.999168474270491e-09,0.025581600360507342,0.00023309715474162385,0.008935785563430276,1.2668858203743663,-2.0577158055019806,0.988699372868836
4.0,7.566220032596912,6.935201612595844,1.8312633071674047,8.160046099331024e-10,0.0026844267465824627,0.005232607480331386,0.3745674971894932,0.8390434503271951,-0.06118506157447652,0.7684027648246063
4.0,7.566220032596912,7.969741864582682,2.2908516708053925,1.6341705370780414e-12,0.01219065630737129,0.01160006801158836,0.5813645577622284,1.2605484839583037,-3.1865224167981574,0.4767768653133653
4.0,7.566220032596912,8.303437153371783,2.2779143169057847,5.564623340342524e-14,0.006130560135027786,0.007276620989818738,0.5027634097462679,1.2515071642305093,-0.1990513761137638,0.6066437298315133
4.0,7.566220032596912,9.546660895239054,2.1836086954351956,9.458747274980118e-19,0.001132005254886781,0.0013624137524856361,0.38417476690608604,1.0047581309226854,0.2233877226115741,1.0957328735623744
4.0,7.566220032596912,10.078731651327127,1.777671571932776,3.799521938337735e-21,0.00041611295982668705,0.005242944599868682,0.15152835134700482,0.9071033720115164,-1.4686271457668998,0.4904127023221516
4.0,7.566220032596912,7.287962717067119,2.81068856032301,1.3405576213033288e-09,0.022233485135502697,0.0003224636615558052,0.06626688137537906,0.9725768758431157,-0.8339229536122458,2.2955676008204007
4.0,7.566220032596912,9.71707124652626,1.5593710274022305,5.96979210422283e-20,0.00022352683730005827,0.004242892428216294,0.5145874064794613,0.873533032272814,-0.8755368547639779,-0.12261086978265257
4.0,7.566220032596912,6.8668223468861465,1.8718336708639631,1.8473690450309645e-09,0.003142066937170411,0.0005013419281366116,0.33505670678510235,0.7834853501087736,0.3131428056150488,1.443298194443014
4.0,7.566220032596912,9.573618542986805,3.1738368680046594,1.1017825493778326e-17,0.013189463060583089,0.003476331318049919,0.40243759576688093,1.4502766855499154,-0.459759483298116,2.0071526209360355
4.0,7.566220032596912,9.091737082591733,1.2196833155888591,2.0729674529999498e-17,0.00013371741292601063,0.0032438677008945205,0.08547469159229526,0.711545892336666,-1.1086082382674187,0.1342825735406672
4.0,7.566220032596912,7.131844598594823,1.7686378385890544,1.0533376459301877e-10,0.0014989435794973143,0.0033541810927199545,0.6202954136723007,0.8953995290563167,-0.11031633200340295,-1.3361040184591841
4.0,7.566220032596912,8.046087032020559,2.49808856824245,4.1736542128734714e-13,0.002804060168482785,0.002702490063259233,0.6389984825834787,1.0292936134114776,0.028639014935345854,-1.9428221847191551
4.0,7.566220032596912,8.592751229951592,2.9626453701679965,1.2790193323219096e-13,0.04086432317958242,0.0048548072277793675,0.03237233711089066,1.524571789244883,0.5675267423179182,3.126309715237146
4.0,7.566220032596912,8.589237695333837,3.5567440569216076,1.301345671327297e-12,0.05425134092663483,0.0008053404304939615,0.012920823502216183,1.4059094647358377,-4.6391972915991575,2.3443891863066204
4.0,7.566220032596912,8.390636949355324,1.6966970728755328,1.2650597184218621e-14,0.0006760612418574417,0.0047366458288550795,0.18774592572680282,0.833277908722138,-2.2632910450543817,-0.41654996193980376
4.0,7.566220032596912,8.051365637819634,2.802901487090723,9.306708349884258e-13,0.01642291443069391,0.00032075164688322166,0.4412227997404133,1.5226945012409925,-1.5063581155727985,-1.8736723373660567
4.0,7.566220032596912,7.644158372599193,1.4643791840018405,5.023265655184005e-12,0.0005468791021314977,0.0025096465123218836,0.0342288501394456,0.6552645203805179,-1.6055345154054945,0.27887917200911994
4.0,7.566220032596912,8.291944577516917,1.5207206652494116,2.14264003576707e-14,0.00028799310342568133,0.0015993005651435688,0.32822889699572566,0.7110124832246575,-0.8425421938974381,0.1822420829059217
4.0,7.566220032596912,8.593955786188607,1.7577136041007626,2.7813345775991103e-15,0.0007572761967580228,0.00042892929972077054,0.2455166453834659,0.846578609200003,-0.8424631318891751,0.5945402170303709
4.0,7.566220032596912,7.765887192855423,1.482474267633135,2.3122570204913107e-12,0.0003480269367837745,0.006447228825718743,0.05855574982601497,0.5626141821386584,-0.4731890940504382,1.0505098374691868
4.0,7.566220032596912,7.327993470004021,1.9451611451673076,4.1439487915222456e-11,0.003356709046151197,0.0014123526737614411,0.5340979461317202,1.0314998843641803,0.01563140167770681,-0.348958323587482
4.0,7.566220032596912,8.505703757795931,1.6117317167996632,1.533594165201766e-15,0.0002671718881433416,0.0023826326642311657,0.7185985907912045,0.8801500733469166,0.7380184086209672,-2.805086198212779
4.0,7.566220032596912,7.669930418982224,1.458139840298722,1.020104516994285e-12,0.00014958056056645622,0.0022987578150391874,0.6393929489324861,0.7027936474252339,1.2356993957489169,-2.229247591075857
4.0,7.566220032596912,6.738958042743712,3.5502129924915162,1.2730904333853929e-07,0.08309793554426366,0.003294271274649929,0.4993201058685041,1.555506616319734,-0.7542426526308631,-0.9266354921372075
4.0,7.566220032596912,7.321094068737469,2.4371733478874082,1.3363336932212184e-10,0.011652191797677252,0.007093997230373517,0.6406754078229874,1.2100154123326174,-2.3611462960433522,-0.6721865462743009
4.0,7.566220032596912,7.302898022991382,1.825397992545166,2.85223626474773e-11,0.0019665215592672785,0.002752487437460094,0.6722018887234994,1.012135286388697,0.42115977778844177,-2.3049725532015497
4.0,7.566220032596912,8.063251930266437,1.333513014922745,5.0315628549501775e-14,0.00010538337964019262,0.000803261798532573,0.6487148452426494,0.7029586701556523,0.1777957304309542,-1.631017826736391
4.0,7.566220032596912,7.96515534084982,2.459483729476678,1.280884530864297e-12,0.008987524803618693,0.0008491050160931435,0.3470110196618221,1.2431679753170113,-2.2025800601160843,-0.10317249761456493
4.0,7.566220032596912,6.325613899146166,2.8922267411880784,3.099788687808016e-07,0.08148923558628007,0.002096021481603927,0.45706066989744276,1.5532369821735106,-0.7056977110939672,0.4005734738968547
4.0,7.566220032596912,7.821315862953996,2.862863427211557,8.830521111795926e-12,0.011306509126358347,0.0010194200553922395,0.5035895122021108,1.1839324138892122,-0.5877445916192263,0.3074239920500663
4.0,7.566220032596912,8.308296581063905,2.0800600119589054,9.255527628597159e-14,0.005034446757558626,0.0047341656775402585,0.3507919634049297,1.0521021524218055,-0.46566512993494935,1.657778869019043
4.0,7.566220032596912,5.374208216612434,1.6738393757273542,4.454541732086536e-06,0.003442739526789783,0.002890849456852418,0.578389916474947,0.7195751409367172,0.1300553776789431,-0.9827157846056491
4.0,7.566220032596912,8.26701575640501,2.0506947706568064,1.335871579726223e-13,0.0044715580666907844,0.006887603786381813,0.5181686148635637,1.0042671610117608,-0.4262407217746927,1.696910479749354
4.0,7.566220032596912,5.3465090218479165,1.599282946605948,1.3684486140867121e-05,0.016199175508263528,0.008749656077914614,0.007624955727317528,0.847816169231125,-2.4852306980055543,0.04545197839489301
4.0,7.566220032596912,7.714147298433337,2.37728090959378,1.3657958660598412e-11,0.009556371050519204,0.012700251162693466,0.22402936624513298,1.0638499927913414,0.8499952132025971,2.211034948712919
4.0,7.566220032596912,6.955892493029213,2.559274453660764,6.00940319283398e-09,0.01592986739563819,0.016696583230803974,0.09504245666292555,0.903156604027683,-1.024037587840074,1.8518192813855752
4.0,7.566220032596912,9.595388131285718,2.706174492551253,1.248909532295601e-18,0.0018913455884793178,0.0006957152585321813,0.588888523831122,1.0956369884101196,-1.0045945166806374,-0.4891812688054844
4.0,7.566220032596912,6.026724376573788,1.8017501353598406,1.350094422102006e-07,0.009571059993593263,0.0017867891076396858,0.5971262317809654,1.0907004350800011,0.10650602089595805,-1.396993465768177
4.0,7.566220032596912,9.067110214979639,2.2456992396600284,4.455404878904633e-17,0.0007418144897592864,0.0017420070840082902,0.5725333726212148,0.9521003476525253,0.06547770809919827,-1.4876744211720776
4.0,7.566220032596912,8.613273188992403,1.4895545371700472,5.438546967571112e-16,0.00028935835163486123,0.0006387581785388674,0.7268242549735358,0.9324712690008456,0.41209645421321145,-2.660208135172836
4.0,7.566220032596912,7.399701670897153,2.8256181945974106,3.989458751976059e-10,0.017567236740277124,0.003783438829176755,0.18756997967516642,1.014508505420546,0.38483348560459574,2.3547071009221736
4.0,7.566220032596912,7.034970393156966,2.585437628570168,1.6004290944689284e-09,0.013711818864307515,0.00385689248698301,0.33633478230309777,1.0891888943967882,-0.9288713401802225,0.5555311059863186
4.0,7.566220032596912,8.031741065668896,1.728479912334453,9.89045398218451e-14,0.000665233707935852,0.0010392625340223671,0.6389720188170205,0.9336728178603878,0.37975977285058277,-2.2339501177113914
4.0,7.566220032596912,7.593671465830879,2.45656286851091,1.7556207422937576e-11,0.01640015126100863,0.0034643155262233938,0.7056246152043782,1.4306525946001711,-4.650189852881695,-2.0770703438190625
4.0,7.566220032596912,8.687144193502789,0.971133356095623,1.8246972472358103e-16,2.0001628104118115e-05,0.001587992076554634,0.6815791284097783,0.6497687394923413,0.5158414631138393,-1.7917704952017017
4.0,7.566220032596912,7.364356717196415,1.624805350652632,3.89741377831167e-11,0.0012776343940204935,0.0027052419973442876,0.4364188080830704,0.7703751621522558,0.07874686174357426,1.1273181307419025
4.0,7.566220032596912,9.221462382194995,1.1913535774878898,6.018928814161902e-18,0.00019673994826644229,0.002759239509790734,0.012929601206836283,0.8019105461239784,-2.0543739550669717,-0.5692748409189836
4.0,7.566220032596912,7.743824707428489,1.5355946783156404,9.40691560805211e-13,0.00048317639967474164,0.00040654906235115806,0.4439429386521671,0.8227257534345386,-0.5030875086219713,-1.1606045309678636
4.0,7.566220032596912,7.05598960500122,1.4778713516582511,1.6442335606639795e-10,0.0007312860002905544,0.0006041793284864427,0.4620480938295343,0.7617745918834868,-0.31947934228801156,-0.23617077619927151
4.0,7.566220032596912,6.997064908589027,2.978919046277637,4.400628534364251e-09,0.029392625699627823,0.0023982523265835276,0.5182633076537666,1.3042749082147056,-0.43406073702363485,-0.04398513518478775
4.0,7.566220032596912,7.893831135901255,0.9656510300529382,2.32990366144908e-13,3.5632727108721296e-05,0.016859683551992632,0.5848497013609624,0.5502260730083606,-0.5330110481727143,-0.40602307249519964
4.0,7.566220032596912,6.459679350383478,1.840376460386517,3.473804017313592e-08,0.0064508127746941415,0.002613913837913373,0.07983605291785234,0.8085242054651892,-1.499003565419047,0.8662070449847186
4.0,7.566220032596912,5.921433569415195,2.299413859926598,6.963335437965702e-07,0.021515789067965564,0.0015569504259267952,0.6718536667164285,1.1199290416493866,-2.0514620788884015,-1.8151560626608845
4.0,7.566220032596912,7.859928934569709,1.854529341520046,8.766740593423048e-13,0.0011792477989678936,0.000481435258581131,0.6174842649632141,0.8605530071567205,-1.4590744259928168,-0.3455325599429089
4.0,7.566220032596912,8.486249571782276,2.8075830919603355,2.1831190567932913e-13,0.011739228711188819,0.003370597575287626,0.006712783901965835,0.9575987137038525,0.08973707349349183,2.8529382038851607
4.0,7.566220032596912,8.043210561678846,2.0470924314325,6.484856309949767e-13,0.005749229190323417,0.007497444240659068,0.027056750237183125,1.0938643619397117,-4.902270116399931,-0.4697408541144348
4.0,7.566220032596912,6.800620156055,1.8974285982408376,2.0915770225842643e-09,0.008801151383439875,0.002738560542562496,0.43413457581857373,1.1013927506882188,0.0031914191030097136,0.6994636998327541
4.0,7.566220032596912,7.767078767512521,2.1133408643261835,4.002991983852981e-12,0.006449388980449387,0.004551668344022097,0.2326638251609882,1.1283876754175006,-3.4279117173137545,-0.30595022075663214
4.0,7.566220032596912,6.524087594055079,1.348893357041076,1.0723188906062602e-08,0.0013889411137088968,0.010331122818272753,0.055977195514913924,0.6660328590723169,-0.6546330214080286,0.7704175938617364
4.0,7.566220032596912,6.454002474260425,2.5731829286586514,4.978470755173719e-08,0.020018242087992782,0.0017795744754755538,0.5621253292175664,1.1652801927433925,-0.19342725629880064,-0.8145929373742037
4.0,7.566220032596912,8.861005586521292,2.8603894207137017,1.1978364808760255e-15,0.007510700646505036,0.006611686808061901,0.5932821008897675,1.4204378428703421,-0.40098329046836684,-1.6098854018571114
4.0,7.566220032596912,10.370809945599047,1.2406024267915747,5.46110391686485e-23,5.57715703577125e-06,0.002404087920196807,0.46541306244035413,0.48637026601102346,-0.0671348547606928,-0.0335264465289864
4.0,7.566220032596912,6.364790464778885,1.0074658043230698,9.972934192968758e-09,0.00012097470602539407,0.0035596812114842558,0.4059064100164371,0.5266544414336818,-0.32361972326837835,-0.36945873891384484
4.0,7.566220032596912,8.548974196467487,1.237524041845839,1.353413188046272e-15,8.149581563621104e-05,0.0007212070335221865,0.5754867235078426,0.6705416001427198,-0.30831807174736736,-0.24387242853701618
4.0,7.566220032596912,7.8922843491333765,2.1257017076596063,7.957793279858081e-13,0.0018459235518953163,0.000304180467092241,0.5488883084765986,0.9540470411807994,-0.005944598757773382,-0.54322405417123
4.0,7.566220032596912,8.707647435894355,1.639418968145604,5.316399322100844e-16,0.0002779184882266584,0.0005380600122395496,0.46042339024388973,0.7949051326568412,-0.3478020129892032,-0.2618391524760455
4.0,7.566220032596912,5.521151672958095,2.5838937423121524,7.145611902047994e-05,0.10942300838034279,0.007313649076696238,0.005162709924590392,0.986054609404678,1.9905506848714625,3.3609954770487462
4.0,7.566220032596912,6.945591596637085,2.8732825226654994,8.824709593280525e-09,0.03494687035162514,0.0007101924705371077,0.23711298466148145,1.2002431908104192,-0.7478001960341907,1.7136812674071003
4.0,7.566220032596912,7.359394344084968,1.3102156857159555,9.644549732464601e-12,0.000280989351369408,0.01016074030791081,0.6490748734160123,0.7770296844677756,0.5819052274791592,-1.7585904092495281
4.0,7.566220032596912,7.040211292079148,1.6191138751808154,4.875381790997652e-10,0.001429448642264849,0.00045264918453852276,0.29093217001633764,0.6866186016026318,0.6811431681488438,1.7123878976303057
4.0,7.566220032596912,7.312523019175991,2.2203412985842466,5.541695955481102e-11,0.0033862603080776206,0.0006005483590272864,0.5755382878476336,1.0272110303726087,0.937726461857737,-1.9919991648390765
4.0,7.566220032596912,7.915238955112521,1.7712053664807945,6.675268912678835e-13,0.0006976067915472424,0.008952758076588685,0.39003647134477176,0.7243195996465238,0.1615930591880023,1.053865625567909
4.0,7.566220032596912,8.453038494837694,2.0509166937868106,6.301058398359622e-15,0.0019387594422783391,0.0003790409719489074,0.7112479682277327,1.1465023886405676,-1.639945871952973,-2.588949746714434
4.0,7.566220032596912,6.883783377475588,2.0637579678000795,9.839439944446038e-10,0.007335491602367262,0.002263991914055019,0.4485910577313456,1.145091751987399,-0.8868449352387939,-1.6311169108023709
4.0,7.566220032596912,7.776570238472866,1.8998998384726484,2.3322688510105678e-12,0.0018166073522542067,0.0016939298880024323,0.48581124872277276,0.8702011743137712,0.09163747320741925,1.0586855172665697
4.0,7.566220032596912,6.449573507353225,1.7764745076133317,8.368137202496274e-09,0.00194678193892797,0.001959427240963818,0.6226320957186541,0.852907147788575,0.964674904122247,-2.039752357637914
4.0,7.566220032596912,8.139874876415007,1.5581630782874711,6.689563855361135e-14,0.0004497214824942618,0.004485980421497615,0.6253411110892362,0.7845545642730186,-0.9758222094658051,-0.13642533889250963
4.0,7.566220032596912,6.665335393382648,2.4634134580539726,5.10313580571154e-08,0.019426406038921273,0.017407348831775638,0.009009322627297756,0.8222119308276367,-0.7572771681493412,2.130975807719567
4.0,7.566220032596912,7.192048682185193,2.2797193397764586,3.8043845346155374e-10,0.011375724859665395,0.003905813645792011,0.5282845600921207,1.0955241061756016,-0.5188944430500335,1.2107707268593488
4.0,7.566220032596912,7.152204947749699,1.9005658690357627,1.0835453244206366e-10,0.002174397932414216,0.003433785485181695,0.5756826392529429,0.9520393005939645,0.39319419204877176,-1.258055459243538
4.0,7.566220032596912,5.949696380359432,1.8519731823352872,3.8115986887186955e-07,0.012402631249107851,0.0026148005036510935,0.4118113753716141,1.003386923006937,-0.354608340022933,0.46287368001715445
4.0,7.566220032596912,7.170043799771515,2.05569906516654,1.0791767004569932e-10,0.001752671157109137,0.0028200355461119875,0.6059709408784071,0.8897960777555436,1.0990405508861234,-2.113839411314859
4.0,7.566220032596912,6.344223001133435,1.8731787465304073,1.7717341978854774e-08,0.006933172828015326,0.003651128130701786,0.6553877060115805,1.119438367082057,1.3793229090075305,-2.604681319557458
4.0,7.566220032596912,7.858511179114243,1.1236177323629333,6.477361802538994e-13,5.6190263354711915e-05,0.004261311109705013,0.09829019575793713,0.45134255233550713,-0.21719255941883808,0.796945694278131
4.0,7.566220032596912,7.863179266476038,2.2840292084625955,1.3141473300658187e-12,0.003221432686540626,0.0034665320580429815,0.5145504528325089,1.053927197469862,0.060409971137456796,-0.6683919519731607
4.0,7.566220032596912,7.0649651522418235,1.5268961661557343,8.933702012046689e-11,0.0014253512905534455,0.0006862570798594758,0.7338110660253399,0.9931641305412241,0.695946499813342,-2.9418117387721896
4.0,7.566220032596912,8.695872207315382,1.990801008368298,1.0197022990744437e-15,0.000556053365336927,0.00031900892918018675,0.39356414861874606,0.8272732516087024,-0.7556667320086576,-0.3514765664255399
4.0,7.566220032596912,9.209467997608842,2.558410174591332,2.6714322368369247e-17,0.0018529230893825457,0.00423398983929657,0.6243540170672598,1.1083653270913942,-1.1024832438607726,-1.5393624782732642
4.0,7.566220032596912,6.867379044955278,2.5348789118833217,1.4509867111803362e-08,0.044892233177145434,0.0034217192258106377,0.010319406725315339,1.2604499605521724,-4.077282828172462,0.9145722705064032
4.0,7.566220032596912,6.496464089215863,2.3753281642241992,1.9671221478068508e-08,0.010232132641643788,0.0013162016072940097,0.6471328325420284,1.0880670712456217,0.33640346008666594,-2.520220758025835
4.0,7.566220032596912,7.125195313857909,3.1495138128072973,2.098208339231761e-09,0.02752188086304348,0.0014392765380896733,0.6454008845324086,1.3842074110581257,0.8249096840219767,-2.9573825191508627
4.0,7.566220032596912,7.68961178167445,2.5450604720016354,2.0999046539340514e-11,0.01621570329648101,0.0006630771239243272,0.19049672296930287,1.2245252266106001,-0.8585601644727997,1.505740106874761
4.0,7.566220032596912,9.965667105998932,2.150599132640114,1.6011174537043848e-20,0.0014584543635375547,0.0057104307693489065,0.41774226100249967,1.1564888238149351,-1.0605040076790762,0.5048254331518902
4.0,7.566220032596912,7.3897434230369665,1.465310999108543,2.0024084218829178e-11,0.0008104923101182927,0.0022640800306626963,0.37733119266902104,0.7858060990900975,-0.9553483890486907,-0.012163796712582498
4.0,7.566220032596912,9.957434196699108,1.08699711008231,3.3446140268823693e-21,2.1751464099514586e-05,0.005493732465633561,0.4277176243997234,0.6479592177503426,-0.22264004388098285,-0.013116766345027564
4.0,7.566220032596912,9.119435216198994,2.745687713130419,2.2749772953082667e-16,0.005579451673777678,0.0017842553133008976,0.3609276351130748,1.1419987138291199,0.02642478590836639,1.8772366965146459
4.0,7.566220032596912,8.701600690941625,1.531629767180571,4.456165314163525e-16,9.897709990611208e-05,0.001487985184185192,0.5839314544837824,0.6611713143904104,-0.1421179506710443,-0.4240439478387136
4.0,7.566220032596912,8.391995941883135,2.5929511961786362,1.7880432400238383e-13,0.009494875215068005,0.0024840338466100564,0.11232671267991429,1.00048032253136,2.530327412219221,3.3964968123276567
4.0,7.566220032596912,4.7903209739828005,2.2058290515693173,0.0005012651939630193,0.11211453666934287,0.0008469561111693613,0.5015968108069231,1.1053432520597377,-1.8412831413696629,1.0272056197722308
4.0,7.566220032596912,8.22860309301713,1.2270315672178078,2.8813385339393036e-14,0.000282384608063077,0.0015436260368536514,0.24513609751113935,0.7511804845374297,-0.7839091939418242,0.17293214462753048
4.0,7.566220032596912,7.531215342636681,1.0291046442339813,5.6951821252410355e-12,0.00011282503281779707,0.0019003335276021605,0.07294050705140187,0.5647085876067222,-0.8672758160110204,0.033436888978998436
4.0,7.566220032596912,7.066138126041757,1.4722820908447347,9.179961957964371e-11,0.00031630104120207816,0.002936731104393575,0.5955097326854646,0.7140026735863989,0.7774631638288007,-1.8359051177601753
4.0,7.566220032596912,6.476885303757046,2.2922146641944137,3.4011714695292284e-08,0.03301358489742544,0.0018024194764958423,0.2720972672899265,1.3619675079631457,-4.414137991032232,-1.2999316090030777
4.0,7.566220032596912,5.826393970576238,2.857619071519948,4.086232447793897e-06,0.07789700212495482,0.0027412942744542423,0.5945033263447763,1.4506946834969854,-1.0765523783486366,-1.9719990442723692
4.0,7.566220032596912,8.1727771031275,2.9443591493661607,4.0679034063499566e-13,0.020353923150784305,0.0015617910535218882,0.6823511868439968,1.6941644160974592,0.11955084343448047,-3.8012166951230792
4.0,7.566220032596912,7.218087880439707,1.781509430498226,3.4648515664639545e-11,0.003088567633380163,0.004308581621313312,0.7283744425007932,1.1922450453062192,3.865058787270709,-4.4147035948612885
4.0,7.566220032596912,6.359440727126329,3.565497688844393,1.0626590767078506e-05,0.1886020230285241,0.005655734429691361,0.005267826541915155,1.2126623235377667,-2.3584928553300353,2.91983609073372
4.0,7.566220032596912,8.4061808253512,2.0229605295645143,2.0563166287656006e-14,0.002317943541216006,0.00109875353288591,0.6444651947712927,1.0105227208053447,-2.5830203136122756,-0.08384329466363893
4.0,7.566220032596912,7.430909742602203,1.5401610661779732,8.124801523094687e-12,0.0010905746845698446,0.00207299611283035,0.7237035668271791,0.9620928126546588,-0.7023769266553367,-2.3561374869068334
4.0,7.566220032596912,8.797977604520415,2.618428132375465,2.0689529579575347e-15,0.009868865718776577,0.0015511479256573035,0.5535484297689517,1.4093973222584195,-1.2971346440772693,0.6230671840800392
