alpha,lambda_0,lambda_1,lambda_2,spacing_pvalue,tspacing_pvalue,distance_t0t1,distance_t1t2,sigma_estimate,det_R,trace_R
5.0,9.45777504074614,10.773774311530898,2.9157304138105933,2.1925113768657937e-23,0.001784526588185841,0.00019814575233029208,0.32889677162490377,1.1324539090383416,-0.5195462024807055,1.144662204796214
5.0,9.45777504074614,7.454045131569103,1.6892183260866247,9.910908916746965e-12,0.0009006421158058177,0.01161420021361148,0.47334001677529824,0.8576427357491967,-0.5024750013689367,-1.242017503872018
5.0,9.45777504074614,10.908254337552517,1.3159203243592141,1.2123886401347463e-25,5.9370105149201164e-05,0.0011998889918999334,0.680458315069118,0.9339092248157829,-0.06419780196295204,-1.7642918854766054
5.0,9.45777504074614,8.118785309364958,3.0716804690159067,3.1725329277334507e-12,0.022974118706062745,0.0012352463578033657,0.23100908749033988,1.252925714766219,1.2764785232653297,2.7933163547708775
5.0,9.45777504074614,9.263923150726868,2.260417411284886,1.0692483826938192e-17,0.0009437601128132106,0.004506302356464376,0.4915008352993679,0.969220687913652,-0.7149403899068438,-0.291084464399304
5.0,9.45777504074614,10.616977490143329,2.626461086102015,3.2219759279613215e-23,0.001310969090848048,0.003394125826832961,0.5830328351885986,1.244713610614549,-0.2164254967529563,-0.8391994669197039
5.0,9.45777504074614,11.09232928599509,1.833227206178145,8.054137439956694e-26,0.00013644354567103826,0.0005061797115583078,0.5885545660778391,0.8279955791503795,-1.0528666539686178,0.4511854024956503
5.0,9.45777504074614,10.127623208415258,1.179758880712155,4.755951194226359e-22,2.8864117061921327e-05,0.003714063524887956,0.6508103144978251,0.7328939783195226,-0.7237667365099364,-1.2068992420122542
5.0,9.45777504074614,8.264434887645326,2.718498269799784,1.9306916262582104e-13,0.009247899175421088,0.0059914546894658804,0.5021851313809762,1.2683673633906722,-0.1504777939265976,0.5916052988202491
5.0,9.45777504074614,9.605619684642345,1.7442136028189685,1.1253024063502107e-19,0.0007488674581099457,0.001348791544781014,0.7285520688028715,1.2035549412853142,-0.7942917965681966,-2.8125273606849106
5.0,9.45777504074614,9.597279685565782,1.9841695089274116,4.1710532525010717e-19,0.000513274205025343,0.0010912184314432194,0.4913765516379673,0.8780602331007304,0.05553323749121667,0.9506094642039336
5.0,9.45777504074614,9.33355208246576,1.7113675984266994,1.2387777694302758e-18,0.00016539670939548677,0.0019474227861984161,0.6550699124230173,0.8714320079051742,0.9406223001146606,-2.2866056324041986
5.0,9.45777504074614,9.020974418275799,0.7655156723819837,1.964537773183501e-17,6.2627930433394364e-06,0.0024967089808698995,0.13625246340381036,0.4753253837950329,-0.6979611073759412,-0.37700125807361107
5.0,9.45777504074614,9.942253333619833,1.4042966093774456,3.588412367662085e-21,6.41513228618854e-05,0.002344653558993881,0.5753569880579364,0.7922703878884171,0.10852835419296919,-0.7350375498605429
5.0,9.45777504074614,10.400337479573407,1.5763573414738279,8.481318261373621e-23,0.00022911516323509694,0.0035897368513230776,0.5910961024588244,0.9191518764949417,-0.7595570817273659,0.36430353741270216
5.0,9.45777504074614,9.7442152898865,1.428884567975366,2.999626044034356e-20,9.503082215877631e-05,0.001293467805299875,0.4804239781222781,0.8019049114417722,-0.3554137017862118,-0.5153592058918809
5.0,9.45777504074614,10.48509478805634,1.9813027571998298,3.8592989267490563e-23,0.00035282322748817955,0.0010183420512810404,0.6856424009136343,1.0292630590214804,-2.21606704174318,-1.49934661381563
5.0,9.45777504074614,7.957562079942004,2.150431037230111,1.80539906539409e-12,0.010926915938346963,0.0121276623447934,0.03068564925070949,1.2076403890300316,-2.848415335232568,0.7167042991278287
5.0,9.45777504074614,11.265899609114783,1.2172015558206533,4.5939420995349946e-27,6.450134812413623e-06,9.87609685032531e-07,0.38725633982008906,0.5472473509983264,-0.015017409944028797,0.4353542460224211
5.0,9.45777504074614,8.487997765734,1.8440223585062847,5.177297121460362e-15,0.0008766012259450938,0.002829777572205261,0.6499593328402903,0.9218812508130264,-1.9468438191835682,-0.8076783715918783
5.0,9.45777504074614,9.726404734815123,2.4764016628508156,7.982807240422594e-19,0.003186744039948851,0.0003223482068064887,0.08077679700263629,1.0536242706953538,-0.7603001856452322,1.9639085908677538
5.0,9.45777504074614,9.92640333994377,0.993424403746755,2.4384104962282798e-21,7.039249068449162e-06,0.00595125549511516,0.7116446973793216,0.6072546979394772,-0.07790533604718419,-1.4751619650138257
5.0,9.45777504074614,9.506141592794675,2.473021150150383,8.14000498763893e-18,0.0027269628453303273,0.0012265253354112327,0.03168474916093689,0.904670317641758,-0.4934922753796342,2.198743534965779
5.0,9.45777504074614,10.43166960480158,2.3746188703288245,8.260064832648872e-23,0.0004294607291384987,0.00031721332451961626,0.6661377987467896,1.0746299774050763,1.6397461956863415,-3.083502278000159
5.0,9.45777504074614,11.233859308743783,3.86869565790057,2.6950262029210043e-24,0.013457410739896246,0.00029790997814715947,0.38313372604410423,1.8266460545606644,-4.1520479265071994,0.2370978719736856
5.0,9.45777504074614,9.759398498655933,1.6818945386361621,4.538813390695999e-20,0.00024216949422798913,0.002697525679045243,0.35486149495559494,0.8704446858645419,-0.964910217654188,-0.17178947913988152
5.0,9.45777504074614,11.723986497636403,2.8329118082509286,7.233548079493044e-28,0.0011253470797340198,0.0016533782345103387,0.16449793241467653,1.0774098528899068,-2.14387043902054,1.338863692608924
5.0,9.45777504074614,11.888861563506943,3.326822532196583,1.2389815544942525e-28,0.0017208079236234418,0.001898012380038283,0.5201910799994118,1.4270771177546253,0.4867295551363729,-2.0283111810428576
5.0,9.45777504074614,9.442393491941612,1.6392187182642808,2.6873591856160128e-18,0.00030068639593788175,0.005472195900359245,0.0037007811638438137,0.656248068931721,0.07295370132330219,1.6779052821913494
5.0,9.45777504074614,9.038176573344387,1.8491797709270734,2.963223084788301e-17,0.000387058974481699,0.003192907215772034,0.5284544929064023,0.9078001113270658,0.028235023394178233,-1.1688065700373018
5.0,9.45777504074614,11.82084005922512,1.3026227436583804,3.392744908890262e-30,3.7823354869619045e-06,0.0006934114150773385,0.6140412809285297,0.636802810415036,0.8922587373362615,-1.9340041768519152
5.0,9.45777504074614,11.05266247059985,1.7369806357871918,4.881194035117364e-26,0.00013220799894675002,0.0019693092221290676,0.6903730997495765,0.9912736366075617,-0.9505727536670787,-1.7680585425471969
5.0,9.45777504074614,7.350407156133913,2.717008847480365,1.97526922568296e-10,0.00981877782028856,0.0005593527501719375,0.462810793750715,1.0615524434276447,-0.19322972275611475,0.2874251425595433
5.0,9.45777504074614,8.601501446702251,2.9160640858593645,1.486987993946896e-14,0.010043301866799248,0.0016191569931094385,0.6262796458297707,1.4110646093902959,-1.4857577816330727,-1.222679297120325
5.0,9.45777504074614,8.983561840649134,1.2527784884455218,6.459319272916604e-17,0.00017061338621785098,0.00018064487862035072,0.5056076854536858,0.7056786142186321,-0.44925072313627873,0.7348019518944864
5.0,9.45777504074614,9.57877133589979,3.910162315576394,6.531159506205731e-16,0.0537635811791232,0.004887310577647075,0.005930100725719978,1.4647245527948853,5.3353803580614585,5.276420817463316
5.0,9.45777504074614,10.661206398867733,0.9778336289838302,1.0953882943579731e-24,2.0175621830032095e-06,0.005459259745200673,0.6303689610766064,0.554321405034129,0.6431247527352795,-1.734931699770712
5.0,9.45777504074614,9.167839821130062,1.47268492765903,8.166777084222404e-18,5.828376853242093e-05,0.003761935639513325,0.45624437988821004,0.618184378387466,-0.06187266641839382,0.1254362676447971
5.0,9.45777504074614,9.816185857195661,1.201838084792183,1.1974786734061885e-20,1.5566154722134965e-05,0.0011816655804847698,0.4899376797478052,0.5978752229524306,-0.04042601724944174,-0.3040435649382325
5.0,9.45777504074614,9.796926487231095,2.5132239192355637,1.0431549111446402e-19,0.0013347632516665642,0.0018258303059048298,0.4891820146466995,1.116865909105288,-0.3978474511933656,-0.6743189897092479
5.0,9.45777504074614,9.247649971943998,2.580603537307752,1.2992314769005784e-16,0.005679417315154096,0.0012659109237235788,0.008910682934465619,1.0548600963600046,-2.5766308341997544,1.5935759321165692
5.0,9.45777504074614,9.381400072078355,1.5216429823122004,9.688755800808455e-19,6.726666226024784e-05,1.089498105344422e-05,0.5929365297250684,0.6917866888897777,-0.2563536057040122,-0.6483206411210723
5.0,9.45777504074614,7.52986877928265,1.6316671376538596,9.53065594738985e-12,0.003024090636762638,0.001820601035211089,0.2590047235045323,1.0327008457048927,-2.794634405804187,-0.8132768531100527
5.0,9.45777504074614,9.530425966493569,2.5340800415378277,1.0349820947463877e-18,0.0027026247119114662,0.0011408837489415014,0.597634506176454,1.3587616334640449,-0.4215418810733153,-2.892310250974498
